course_code,title,terms_offered,credits,terms_credits_raw,offering_notes,signature_program,signature_program_required,section_blurb,full_description,bleed_removed
PS433AD,"DEMOCRACY, MEDIA, AND POLITICS",Spring term,1,Spring term; 1 course credit,,,False,,"The life of the Republic has been shaped by the interplay between democracy, media, and politics. This course examines the evolution of political media and its influence on the American form of democracy. The course first explores a variety of seminal moments in the history of the political press before turning to the situation today, where print media, radio, television, the Internet, social media, and more infuse our culture and have transformed the presentation of issues, candidates, and the daily practice of politics. The final portion of the course involves student-directed inquiries into the current state, and possible future shape, of the relationship between democracy, media, and politics. Substantial independent research, rigorous analysis, and creative thinking are expected during the preparation of the final project. Open to fifth and sixth formers, and fourth formers with the permission of the department.",
PS460HO,"INTERNATIONAL RELATIONS, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"This course introduces students to the theories and debates within the discipline of international relations, providing them with tools to examine global politics through a variety of lenses. Students consider the classical underpinnings of international relations and the historical evolution of state sovereignty. Students read both Western and non-Western political theorists and, through both collaborative and independent work, study watershed events in international relations over the past century. Open to fifth and sixth formers. This course fulfills the requirement in contemporary global studies. U.S. GOVERNMENT AND POLITICS I, HONORS",
PS465HO,"ENVIRONMENTAL POLICY, HONORS",Spring term,1,Spring term; 1 course credit,,KEC Environmental Immersion Program (EIP),True,,"Environmental policy allows people to work collectively to address environmental problems that are beyond the reach of individual actors. This course challenges students to develop an understanding of the political forces that drive the environmental policy process. Toward this end, students consider the importance of science in the policy process, as well as the role of economic forces, the influence of political climate, the role of political leadership, and other factors. Students analyze the policy process through the lens of public policy models (institutional models, interest group models, process models, rational choice models, and systems models). Students then apply these models to specific environmental cases (climate change, marine resource management, forest conservation, pollution reduction, waste management, and others). The goal of the course is to provide students with a conceptual framework that will help them interact with the environmental policy process.",
PS600HO,"JFK TUTORIAL, HONORS",Winter term,1,Winter term; 1 course credit,,,False,,"Students in the JFK Signature Program meet weekly in groups of 3-4 with a teacher in a tutorial setting, which entails discussion based on papers prepared for class from a list of “anchor questions” that guide the work of the term. The tutorial requires significant independent research, reading, and writing on a rotating basis. Students are expected to offer thoughtful critiques of their peers’ work in addition to presenting their own papers. In the closing weeks of the term, the focus shifts to preparation for the public presentation in the spring, which may be based, at least in part, on work done in the tutorial. Open to students who are in the John F. Kennedy ’35 Program in Government and Public Service.",
PY400,INTRODUCTION TO PSYCHOLOGY,All terms,1,All terms; 1 course credit,,,False,,"This course provides an overview of the scientific study of psychology. Students gain insight into human behavior and mental processes by exploring the seven psychological perspectives – biological, evolutionary, cognitive, behavioral, social-cultural, psychoanalytic, and humanistic. Other topics covered include nature vs. nurture, research methods, neuroscience, learning theories, motivation and stress, child and adolescent development, social influence and interactions. In the process, students not only master the basics of current psychological theory and vocabulary, but also gain a better understanding of themselves and others. Open to fourth, fifth, and sixth formers.",
PY435HO,"SOCIAL PSYCHOLOGY, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"Social Psychology is a scientific field that seeks to understand the nature and causes of how individuals think about, influence, and relate to one another in social situations. This course examines how we view ourselves and others, the social forces that influence us, and how we relate to one another, by exploring social concepts such as attitudes, roles, attributions, types of group influence, persuasion, indoctrination, and the modern-day effects of prejudice, aggression, and altruism. Students apply this information to examine the development of interpersonal and intrapersonal skills. Students also participate in online research studies related to topics covered in the course. Open to fifth and sixth formers. Prerequisite: Introduction to Psychology",
PY440HO,"ABNORMAL PSYCHOLOGY, HONORS",Winter term,1,Winter term; 1 course credit,,,False,,"In this course, students delve into the study of major psychological disorders, becoming familiar with the multiple causes of these disorders as well as how they are viewed from different theoretical models. Use of the Diagnostic and Statistical Manual of Psychiatric Disorders (DSM-5) facilitates an understanding of how disorders are diagnosed, and provides a means to discuss assessment, treatment, and prevention. Students will also analyze their personal wellness and learn effective coping strategies for stress. Open to fifth and sixth formers. Prerequisite: Introduction to Psychology",
PY470HO,"CHILD DEVELOPMENT, HONORS",Spring term,1,Spring term; 1 course credit,,,False,,"In this course, students examine the physical, emotional/social, and cognitive development of children from infancy through age 12 from a variety of psychological perspectives. Students will explore conditions that influence human growth and development from both a genetic and environmental lens, as well as the effects of gender, ethnicity, and culture on individual development and social interconnectedness. In addition to classroom instruction, students work with preschoolers at the on-campus YMCA Learning Community one class block per week as part of the course requirement. Open to fifth and sixth formers. Prerequisite: Introduction to Psychology ADVANCED TOPICS IN PSYCHOLOGY The following courses (PY552HO and PY553HO) are intended to work together as a follow-up to the introductory course (PY400) to provide a comprehensive survey of all major components of the discipline of psychology. These courses may be taken as a two-term sequence, concurrently, or individually as term electives.",
PY552HO,"COGNITIVE PSYCHOLOGY, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"Cognitive science is an interdisciplinary study of how the mind works based on assumptions from psychology, computer science, neuroscience, linguistics, and philosophy. We review the cellular and structural components of the brain before delving into the larger systems that underlie consciousness, attention, sensation and perception, memory, thinking, decision making, and language. Units are given a hands-on approach through required laboratory work (including an eye dissection) and an exploration of case studies from “The Man Who Mistook His Wife for a Hat and Other Clinical Tales” by Oliver Sacks. Students gain an appreciation for how the brain processes information and an understanding of how a simple break in information flow can result in someone experiencing the world in a vastly different way. Open to fifth and sixth formers who have completed Anatomy and Physiology or Introduction to Psychology. The purpose of this program is to teach students the techniques and approaches used by professional scientific researchers as they carry out investigations in the laboratory and in the field. The program consists of a year-long course during the fifth form year and a final single-term course in the fall of the sixth form year and includes a required summer component (between fifth form and sixth form years) during which students complete an internship involving supervised laboratory research. There are two sections of this program, one with a biological focus and the other with a focus in the physical sciences. Students who wish to be considered for the program must apply in the winter of their fourth form year. Each section consists of eight students, who are selected based on their academic abilities and their potential to contribute successfully to the program.",
PY553HO,"ADVANCED TOPICS IN PSYCHOLOGY, HONORS",Winter term,1,Winter term; 1 course credit,,,False,,"This course revisits the various perspectives of psychology and takes a deeper look at motivation, emotion, lifespan development, personality, along with individual and social learning. Various psychological disorders and treatments are considered and woven throughout the topics. In addition, students design and implement a fully independent research project, allowing them to put into practice what they learn about psychological research methodology and data analysis. Open to fifth and sixth formers. Prerequisite: Introduction to Psychology Note: A second psychology course in addition to Introduction to Psychology (PY400) is strongly recommended, but not required.",
RL200,WORLD RELIGIONS,All terms,1,All terms; 1 course credit,,,False,,"This course introduces students to the beliefs, practices, ethics, and histories of five major world religions: Judaism, Christianity, Islam, Hinduism, and Buddhism. Students will study each of these religions to gain an understanding of its meaning to individual believers and its impact on human history and contemporary life. The course utilizes various types of print and visual resources and exposes students to foundational skills in research, writing, and public speaking. Open to third and fourth formers.",
RL210,PEACE AND JUSTICE,All terms,1,All terms; 1 course credit,,,False,,"This course explores the view of various religious traditions and key religious leaders on the important themes of peace and justice. Drawing on some of the central components of religious thought — compassion, neighborly love, repairing the world — the course examines contemporary topics such as poverty, racial justice, gender equity, LGBTQIA2S+ justice, environmental justice, and Indigenous sovereignty. Utilizing a variety of religious perspectives, students learn basic doctrines from each of the religions to aid in understanding, assessing, and developing solutions for the issues studied. Open to third and fourth formers.",
RL407AD,THE RELIGIONS OF ASIA,Winter term,1,Winter term; 1 course credit,,,False,,"This course explores the basic philosophy and practices of some of the influential religions that have their origin in Asia, including Hinduism, Buddhism, Confucianism, Shinto, and Taoism. Students examine the historical development, ethics, and basic worldview of each tradition, enabling them to develop an understanding of the impact of each system both on individual lives and on society. Traditional texts as well as numerous team projects are used to make the key spiritual ideas come to life. Open to fifth and sixth formers, and fourth formers with the permission of the department.",
RL408AD,SPIRITUAL JOURNEYS,Spring term,1,Spring term; 1 course credit,,,False,,"Humans have continually sought meaning in their lives and a connection with something greater than themselves, asking enduring questions such as “Why am I here?” and “Where am I going?” Spiritual Journeys explores this search for meaning through philosophical inquiry, contemplative practice, and engagement with a wide range of spiritual perspectives. The course draws on biography, memoir, spiritual and scientific texts, podcasts, and film to examine how individuals and traditions understand consciousness, identity, suffering, and transformation, and to challenge our assumptions about reality and the nature of the mind. Students study diverse religious and spiritual frameworks while also developing a consistent meditation practice to support reflection, presence, and self- awareness. Class sessions are discussion-based and emphasize open inquiry, careful listening, and respectful engagement with differing viewpoints. Throughout the term, students are encouraged to connect course ideas to their own lives, examining values, emotions, and patterns of thought as part of an ongoing personal inquiry. This course culminates in a creative final project that integrates course materials with each student’s emerging understanding of their own spiritual journey. Open to fifth and sixth formers, and fourth formers with the permission of the department.",
SO450HO,"INTRODUCTION TO SOCIOLOGY, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"This course introduces students to the field of sociology, the scientific study of society, using team-based learning. The course explores the interaction of the individual and society, the recognition and explanation of social patterns, the causes and effects of social inequality, and social change. Students work in teams, in class, and do fieldwork on campus, to apply the theories and methodologies they learn, and ultimately use their field experience to develop a culminating term project. Major topics in the course include social stratification and social inequality, deviance, gender and sexuality, race and ethnicity, and social institutions. Open to fifth and sixth formers.",
SO460HO,"CRIME, DEVIANCE, AND SOCIAL CONTROL, HONORS",Winter term,1,Winter term; 1 course credit,,,False,,"What is “normal”? How do societies define “normal”? What are the consequences for those that break social norms? When is norm-breaking labeled as deviant or criminal? This course explores the answers to these questions through the sociological study of deviance. Students examine traditional and contemporary theories to explain and analyze deviance and the power dynamics between those who make society’s rules and those who break them. The course focuses on how standards of normality and deviance change based on historical, cultural, and institutional contexts through the study of empirical research, case studies, and current events, especially highlighting the effects of technology and social media in defining social norms and framing reactions to deviance. Though studies of deviance tend to focus on the negative responses to norm-breaking, students will investigate examples of deviant behaviors that have led to positive social change. Topics explored include learning and developmental differences, body image, gender and sexuality, substance abuse, corporate crime, extremism, moral panics, protest movements, institutions as agents of social control, and the medicalization and criminalization of deviant behaviors. Open to fifth and sixth formers. Note: Introduction to Sociology is strongly recommended, but not required.",
SO470AD,POPULAR CULTURE AND MASS MEDIA,Spring term,1,Spring term; 1 course credit,,,False,,"From the latest dance craze to viral memes to reality TV, popular culture is all around us and more accessible than ever. This course examines the role of popular culture and mass media in a rapidly evolving technological landscape. Using a sociological framework, students will explore the origins and development of pop culture and analyze the socioeconomic infrastructure and power of the mass media industry. By engaging in comparative global case studies and studying contemporary cultural texts, students will critically examine the process of cultural production and the influence of mass media on shaping identity and public discourse. With a focus on digital platforms, students will consider the implications of new and emerging forms of mass media on the production, distribution, and consumption of culture. Course topics include youth popular culture, sports and the construction of identity, pop music, gaming, the relationship between cultural consumption and social status, cancel culture, digital activism, online extremism and polarization, fast fashion, and the influence economy. Open to fifth and sixth formers. Note: Introduction to Sociology is strongly recommended, but not required. LANGUAGES Knowing a language other than English is an important skill for a 21st century citizen of any country. Beyond being a tool of communication, a language is a window into the history, culture, and literature of other places and peoples. Indeed, the study of language in adolescence can, by exposing students to different cultural practices and points of view, help shape their personality. Studying another language broadens a young person’s possibilities for self-definition and reduces the “foreignness” of others. It also builds and sharpens cognitive skills that will buoy a person throughout life. The Language Department aims to bring its students to a level of proficiency that will permit them to communicate effectively in a second language and to discover and appreciate other cultures, either modern or ancient. An emphasis is placed on decolonizing the study of language, providing opportunities to explore different voices and cultures, while creating space for inclusive language practices, including the use of non-binary pronouns and language. Increased self-confidence, the enjoyment of other cultures, and a greater potential for empathy, appreciation, and acceptance of all backgrounds are among the benefits we believe our students gain from language study. In the study of modern languages, full immersion in the target language is emphasized right from the beginning; reading, writing, listening, and speaking are all important components of our curriculum, as is the study of culture. Though English is the primary language of instruction for students of Latin, emphasis is increasingly placed on the active use of Latin in oral and written production in the first year. As students in second- and third-year courses progress, they encounter reading and audio materials of varying length. Fourth- and fifth-year courses in all languages are opportunities to use the language to explore literature, history, civilization, contemporary issues, and culture, though in some cases linguistic proficiency is still the main goal. Although some of the languages taught at Choate may be reputed to be more challenging to learn, we tailor our curriculum so that a more difficult language does not make for a more difficult language course. By the same token, a more familiar language does not necessarily make for an easier language course. Our courses aim to teach students: • a sense of linguistic and cultural curiosity; • the value of taking academic risks and making mistakes; • patience, persistence, and humility in pursuing a difficult endeavor that takes time; • to recognize and assimilate patterns in language; • to discover that accuracy and detail are essential to good communication; • to know the value of consistent, methodical, and self- directed preparation; • to know and exercise the power of rhetoric in speaking and writing; • to understand that language is infused with cultural information; • to appreciate the English language as seen through the lens of another language; • to recognize the untranslatable in each language; and • empathy for, and understanding of, difference. complete a course of study through the third year (300 or 350 level) in Arabic, Chinese, French, Latin, or Spanish, or through the successful completion of the Arabic and Middle Eastern Studies (AMES) Program. The requirement in contemporary global studies can be fulfilled with a range of courses within the Language Department (see p. 10). – Charlie Fuentes, Department Head Note: New students are placed in an appropriate language course by the department based on an assessment of some or all the following: the student’s placement test, test scores, previous grades, stated language experience, and teacher questionnaire.",
SP100,FIRST YEAR SPANISH,Year,3,Year; 3 course credits,,,False,,"Students are introduced to the basic elements of the language and to the cultures of the Spanish-speaking world. Emphasis is on developing an integrated approach to the four language skills: speaking, listening, reading, and writing. The ability to communicate in simple written and spoken Spanish is promoted using a multimedia-based immersion program. Open to students with no previous background in Spanish.",
SP125,ELEMENTARY SPANISH,Year,3,Year; 3 course credits,,,False,,"Intended for students with some previous experience in Spanish, this course presents an accelerated introduction to the basic elements of the language and a study of the cultures of the Spanish-speaking world. The four language skills (speaking, listening, reading, and writing) are stressed in an integrated approach. As in SP100, a multimedia-based immersion program facilitates the acquisition of basic fluency and accurate pronunciation. Open to students with the permission of the department.",
SP200,SECOND YEAR SPANISH,Year,3,Year; 3 course credit,,,False,,"Students continue to study grammar and vocabulary, and emphasis is placed on written and oral expression using correct sentence structure. Through a continuation of the multimedia- based immersion program started in the first year, students study Hispanic culture while building the four language skills. Open to students who have completed the 100 level or its equivalent.",
SP250HO,"SECOND YEAR SPANISH, HONORS",Year,3,Year; 3 course credits,,,False,,Students pursue an accelerated study of intermediate and advanced grammar through a continuation of the multimedia- based immersion program started in the first year. Longer readings are introduced in preparation for the beginning of the study of literature in third year Spanish. Open to students who have distinguished themselves at the 100 level or its equivalent and have the permission of the department.,
SP300,THIRD YEAR SPANISH,Year,3,Year; 3 course credits,,,False,,"The four language skills and cultural appreciation acquired in the first two years are reinforced and extended through a full grammar review, compositions, conversation, oral presentations, film, music, literature, and readings that explore historic and contemporary topics from the Spanish-speaking world. This course is designed to provide students with the necessary communicative skills and cultural knowledge to facilitate the transition to upper-level courses. Open to students who have completed the 200 level or its equivalent.",
SP350HO,"THIRD YEAR SPANISH, HONORS",Year,3,Year; 3 course credits,,,False,,"This honors level course stresses reading comprehension, oral- aural skills, and focuses on enhancing composition style. Students complete a full grammar review, engage in various types of writing, deliver oral presentations, and work on collaborative projects. Students read a variety of literary texts (poetry, short stories, essays, and plays) from the Spanish- speaking world. Spanish-language multimedia resources including short films and music are an integral part of the course. Open to students who have distinguished themselves at the 200 level and have the permission of the department. FOURTH YEAR SPANISH: LATIN AMERICAN STUDIES This sequence explores the cultures and history of the Spanish- conquered regions of Latin America from pre-Columbian times to the present, providing students with the background necessary to understand the roots of modern-day culture and issues in the region. Language skills acquired in the first three years continue to be reinforced and extended through history- based readings in a textbook of civilization and culture, compositions, in-class discussion, and oral presentations, as well as authentic target-language materials. Spanish grammar is reviewed, but it is not the focus of the course. These courses may be taken as a year-long sequence or individually as term electives. They are not required to be taken in sequential order.",
SP401AD,LATIN AMERICAN CIVILIZATIONS AND THEIR CONQUEST,Fall term,1,Fall term; 1 course credit,,,False,,"This course begins with an overview of Latin America and, as evidenced in its different “names,” the challenges in representing and defining this vast region and the diversity of its people and cultures, including Spanish-speaking countries and cultures. The course offers an in-depth exploration of early Latin American history and cultures, focusing on the ancient civilizations of Mesoamerica, the rise and fall of the Aztec and Inca Empires, and the profound impact of European colonization. Through the study of primary sources, historical accounts, myths, art, and cultural expressions, students will develop a nuanced understanding of the region’s diverse heritage. The course also examines the legacy of colonization, the construction of racial and ethnic identities, and the ongoing struggles for decolonization and social justice in contemporary Latin American societies. Open to students who have completed the 300 level or its equivalent.",
SP402AD,FROM SPANISH COLONIES TO LATIN AMERICAN NATIONS,Winter term,1,Winter term; 1 course credit,,,False,,"This course delves into the complex history of Latin American independence movements, examining the social, political, and economic factors that fueled the drive for independence across the region. Students will explore the roles of key figures, the influence of global events, and the contributions of marginalized groups, including women and Afro-Latinos. The course also investigates the evolution of U.S.-Latin American relations, focusing on themes of imperialism, intervention, and resistance through the Cold War and into contemporary times. Through primary sources, literature, art, and historical analysis, students will gain a deep understanding of Latin America’s struggle for sovereignty and the ongoing impact of foreign influence. This course encourages students to engage with the material through critical analysis, discussion, and the examination of diverse sources, emphasizing the interconnectedness of historical events and contemporary issues, fostering a deep understanding of Latin American identities and struggles for justice. Open to students who have completed the 300 level or its equivalent. LATIN AMERICA AND LATIN AMERICANS/LATINX IN THE U.S.",
SP451HO,"SPANISH LITERATURE: SOLVING A MYSTERY, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"In this course students explore the themes of illusion versus reality and loneliness, while introducing students to the detective genre through the novel Rosaura a las Diez and other selected works. Recent Argentinian history and popular culture are explored. Special emphasis is placed on identifying and applying social and geographic variations of Spanish. The literature studied in this sequence prepares students who wish to pursue Spanish literature courses in the future. Open to students who have distinguished themselves at the 300 level and have the permission of the department.",
SP452HO,"SPANISH LITERATURE: DISCOVERING MAGIC REALISM, HONORS",Winter term,1,Winter term; 1 course credit,,,False,,"In this course students explore the themes of love, tradition, and rebellion. Magic Realism is introduced through the novel Como Agua para Chocolate and other selected works. Early 20th-century Mexican history and traditions are explored. Special emphasis is placed on persuasive writing. The literature studied in this sequence prepares students who wish to pursue Spanish literature courses in the future. Open to students who have distinguished themselves at the 300 level and have the permission of the department.",
SP453HO,"SPANISH LITERATURE: LITERATURE IN THE AMAZON, HONORS",Spring term,1,Spring term; 1 course credit,,,False,,"In this course students explore the themes of conservation, indigenous cultures, colonization, and the role of literature as an escape through the novel El viejo que leía novelas de amor and other selected works. Different Amazonian indigenous cultures are explored. Special emphasis is placed on creative writing. The literature studied in this sequence prepares students who wish to pursue Spanish literature courses in the future. Open to students who have distinguished themselves at the 300 level and have the permission of the department. SPANISH LANGUAGE CINEMA: A REFLECTION OF HISTORY AND CULTURE Each term of the Spanish Language Cinema sequence has a specific focus — dissident films of the ‘50s and ‘60s in Spain; modern Argentinian cinema; and contemporary Spanish language films from different countries. Students complete preparatory readings, view the films, work with related vocabulary and expressions from the movie scripts (when possible), and discuss specific themes of the films. Assessment is based on class participation as well as quizzes, short in-class writings, tests, and digital presentations. These courses may be taken as a year-long sequence or individually as term electives. They are not required to be taken in sequential order.",
SP511AD,CINEMA OF DISSENT IN SPAIN,Fall term,1,Fall term; 1 course credit,,,False,,"After a brief introduction to the implications of Francisco Franco’s 36-year-long dictatorship, which followed the Spanish Civil War (1936-1939), this course focuses on the cinema of dissent of the post-war era. In contrast to films sponsored by the Franquist government, the films of directors such as Berlanga and Bardem presented a much more critical look at the social problems of Spain in the 1950s, 1960s, and early 1970s, despite censorship by the Franco government. Open to students who have completed the 400 level or its equivalent.",
SP512AD,CONTEMPORARY CINEMA OF ARGENTINA,Winter term,1,Winter term; 1 course credit,,,False,,"Argentina is a fascinating country that has experienced much economic and social upheaval in the last half century. The country was profoundly affected by the “dirty war” in the late 1970s and early 1980s, when thousands of people “disappeared” or were tortured by the military junta. After a brief introduction to this, and other important events in 20th century Argentina, the class views and discusses films, dealing with topics such as the “dirty war,” and the country’s ongoing economic, social, and political troubles. Open to students who have completed the 400 level or its equivalent.",
SP513AD,CONTEMPORARY SPANISH LANGUAGE FILM,Spring term,1,Spring term; 1 course credit,,,False,,"This course is designed to promote greater understanding about selected cultural topics concerning the Spanish- speaking world as they relate to specific cultural and historical frameworks. Films are used to enhance listening comprehension, provide opportunities for writing and conversation practice, and promote cultural understanding in a historical context. The films are selected from different parts of the Spanish-speaking world with preference given to contemporary films. Open to students who have completed the 400 level or its equivalent. ADVANCED SPANISH LANGUAGE AND CULTURE, HONORS This sequence is designed to challenge students with a strong background in the Spanish language to develop their Spanish- language proficiency and cross-cultural competency. Students expand their knowledge of products, practices, and perspectives that represent a variety of Hispanic cultures through the study of authentic materials (print, audio, audio-visual, nonfiction, and fiction), learning experiences in the community, and the development of independent projects. Students engage in daily discussions exclusively in the target language and produce written as well as spoken communication on a variety of topics in the form of structured oral presentations, informal conversation, persuasive essays, and formal correspondence with sophisticated vocabulary and grammatical structures. These courses may be taken as a year-long sequence or individually as term electives. They are not required to be taken in sequential order. Each course fulfills the requirement in contemporary global studies.",
SP551HO,"IDENTITY AND COMMUNITY IN THE SPANISH- SPEAKING WORLD, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"How are different aspects of identity expressed in different situations? What are the different roles that communities and families fulfill? In this course, students will explore topics such as trust and self-esteem, race and ethnic roots, linguistic identity, family structure, educational systems, and social networks. Sample materials include poems, sociological studies, movie clips, self-help videos, and blogs. Open to students who have distinguished themselves at the 400 level and have the permission of the department.",
SP552HO,"GLOBAL CHALLENGES AND CONTEMPORARY LIFE IN THE SPANISH-SPEAKING WORLD, HONORS",Winter term,1,Winter term; 1 course credit,,,False,,"What are the origins of and possible solutions for social, political, and environmental challenges? How is quality of life defined in the context of contemporary life? Students will explore topics such as globalization, social consciousness and well-being, the management of natural resources and cultural heritage, religious identity, migration, access to education, civic responsibility, and leisure. Sample materials include open letters, government and non-profit reports, newscasts, documentary clips, and music videos. Open to students who have distinguished themselves at the 400 level and have the permission of the department.",
SP553HO,"TECHNOLOGY AND THE ARTS IN THE SPANISH- SPEAKING WORLD, HONORS",Spring term,1,Spring term; 1 course credit,,,False,,"What factors drive development and innovation in science and technology and what is their impact on our lives? How do the arts challenge and reflect cultural perspectives? Students will explore topics such as innovation, ethics, healthcare, artistic and architectural traditions, the appreciation of language and visual arts, and the representation of social movements. Sample materials include short stories, films, international studies, podcasts, music, and paintings. Open to students who have distinguished themselves at the 400 level and have the permission of the department. SPECIAL TOPICS IN SPANISH These courses may be taken as a year-long sequence or individually as term electives. They are not required to be taken in sequential order.",
SP655HO,"POWER PLAYS IN SPANISH THEATER, HONORS",Spring term,1,Spring term; 1 course credit,,,False,,"From the comedia del Siglo de Oro to the theater of the absurd, this course explores representations of power dynamics in a variety of Peninsular Spanish and Spanish-American dramas. Possible playwrights include Lope de Vega, Buero Vallejo, Valle- Inclán, Lorca, Gambaro, and Dragún and Escabias. The course includes a creative writing component in which students craft a short play of their own. Open to students who have completed the 500 level courses or have distinguished themselves in the SP451HO-SP453HO sequence and have the permission of the department.",
SP656HO,"MACHISMO TO FEMINISMO AND BEYOND, HONORS",Winter term,1,Winter term; 1 course credit,,,False,,"The “macho man,” the “Latin lover,” the “Don Juan;” this course will investigate the literary sources of these stereotypes and archetypes of masculinity and how they have evolved over time. Furthermore, students will study many feminine voices in literature and explore the construction of gender and changing perceptions of masculinity, femininity and non-binary identities. Authors include Tirso de Molina, Sor Juana, Pardo Bazán, Lorca, Storni, de Burgos, and Ulibarrí. Open to students who have completed the 500 level courses or have distinguished themselves in the SP451HO-SP453HO sequence and have the permission of the department.",
SP657HO,"ALTERNATE REALITIES, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"This course will explore the power of the imagination to shape experience and how some authors and artists have developed styles and techniques to represent alternate realities. Works studied include selections from the Baroque masterpiece the El ingenioso hidalgo don Quijote de la Mancha, the surrealist films of Luis Buñuel and art of Salvador Dalí, to short stories in the genre of magical realism. Students will investigate perceptions of reality and the creative process itself. Open to students who have completed the 500 level courses or have distinguished themselves in the SP451HO-SP453HO sequence and have the permission of the department. MATHEMATICS AND COMPUTER The quantitative nature of our world makes it imperative for students to achieve literacy and proficiency with mathematical concepts, methods, and problem-solving strategies. Mathematics as a system of thought is considered a core part of the human cultural experience. Computer Science offers students the opportunity to leverage their mathematical talents to create machines and applications that express their ingenuity and passion. Our mission is to help students appreciate these disciplines in both their pure and applied forms. The department focuses on the development of logical, analytical, and critical thinking skills. To this end, teachers expect clear, cogent arguments in students’ written work and increasingly emphasize the ability to read and discuss mathematics as students mature. Through a mixture of standard and novel problem types, students also develop self-confidence and creativity, thus enabling them to reach the highest level in our curriculum that their ability and discipline will allow. The mathematics requirement consists of Algebra I, Geometry, and Algebra II. Most students continue beyond the required courses. The honors sequence puts a relatively greater emphasis on formal mathematical theory and rigor and moves at a faster pace. For new students, math placement is based on the student’s previous mathematics history, a questionnaire completed by a former mathematics teacher, and a diagnostic assessment. For returning students, placement is made by teacher recommendation and the approval of the department head. While many students may want to work ahead in the summer months, we believe that taking a full-year course on campus is best. Thus, for students interested in doing summer work, we encourage enrichment programs (rather than attempting to learn the equivalent of the courses we offer at Choate). There are rare instances in which a student may appeal to the department head to take a course over the summer. In such cases, the student must get formal, prior approval from the department head and must take and pass a substantive placement test on campus in the fall before final approval and a course change is permitted. Extensive course offerings enable students to master traditional topics as well as gain an awareness of current developments in pure and applied mathematics. Incorporating advances in technology, our courses allow students to use computing to solve problems and examine data. Computer Science courses emphasize structured programs and techniques and develop organizational and problem-solving skills. Students may compete in regional and national mathematics, robotics, and computer science contests, and participate in the peer tutoring program. Given the many options available in the mathematics curriculum, students may consult with their teacher, adviser, form dean, or the department head to help plan their mathematics programs. – Andrea B. Sorrells, Department Head",
SR550HO,"SCIENTIFIC RESEARCH I, HONORS: INTRODUCTION TO PROFESSIONAL RESEARCH",Year,3,Year; 3 course credits,,Science Research Program (SRP),True,,"The goal of the on-campus coursework is to teach students about various aspects of scientific investigation including conducting background research, experimental design, data collection, data analysis, formal presentation, and to prepare students for their individual work in a research laboratory over the summer. In the biological science-focused section, students gain hands-on experience with modern experimental techniques including DNA and protein analysis and genetic engineering. In the physical science-focused section, students expand their knowledge of sensor technology, indirect measurement techniques, quantitative analysis, and data presentation through a series of intensive research projects and labs. In both sections, formal and informal literature searches are carried out to support each experiment or project, and significant time is spent mastering the use of database/search engines. The underlying goal is for students to learn how to critically read complex scientific literature, apply that understanding to their own experiments and analyses, make scientific presentations, and assess the work of others. During the fall or winter terms, students are expected to secure a research internship in an academic (or comparable) research laboratory. The program directors will provide support and guidance throughout the search process. The spring term consists of intensive individualized preparation for each student’s upcoming summer research project. Students write a comprehensive review article of the work done by their mentor and others in their field of research. The review article is a significant document that should not only prepare students for the work they will complete in the summer, but also allow them to polish their scientific writing skills. Students may also dedicate significant time to developing specific skills essential to the research of their lab (coding language, instrument procedures, etc.). Open to fifth formers by application in the winter of the fourth form year. SUMMER RESEARCH Having prepared fully for the experience, students work full-time in an academic (or comparable) research laboratory under the guidance of their mentor scientist. Students must remain in contact with their SRP director at Choate during this summer research experience. As dictated by school policy, students do not get academic credit for this summer research, and it does not appear as a course on the transcript. Note 1: As with all summer study undertaken by Choate students, any incurred costs are not covered by academic year tuition and fees. However, need-based financial assistance may be available to students who otherwise could not fulfill this component of the SRP. Note 2: For SRP students on an F-1 visa, the summer research internship must take place outside of the United States.",
SR600HO,"SCIENTIFIC RESEARCH II, HONORS: PRESENTATION OF PROFESSIONAL RESEARCH",Fall term,1,Fall term; 1 course credit,,Science Research Program (SRP),True,,"The focus of the final term and the culmination of the program are a paper, oral presentation, and professional poster. The paper is a manuscript in the format of a publishable scientific work. The presentation is made in late fall to a large audience of The poster is of the quality one would find at professional scientific meetings and will be placed on display in the Science Center. (The paper, presentation, and poster may help the student prepare for a local or nationwide competition, but the student would need to identify this goal early in the program, as the timeline of some competitions requires paperwork to be filed well in advance of actual research. Additionally, the mentor would have to support this goal and the research would have to be worthy of submission. This is not a required aspect of the program.) In this final term of the program, sixth formers are encouraged to mentor the new fifth form students in all aspects of SRP. Open to sixth formers who have completed SR550HO and approved summer research.",
TA100,ACTING I,All terms,1,All terms; 1 course credit,,,False,,"This course explores the basics of performance through theater games, in-class exercises, improv, monologues, and scenes. Open to all students.",
